INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,LOSS_EVENT_DAYS,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,EXPIRY_DAYS,INITIAL_ODOMETER,LOW_MILEAGE_USE,GENDER,BIRTHDATE,DRIVERS_LICENSE_EXPIRY,DATE_AT_CURRENT_ADDRESS,COMMUTE_DISCOUNT,SUSPICIOUS_CLAIM_TIME,SUSPICIOUS_CLAIM_FLAG,DL_EXPIRED,EXCESSIVE_CLAIM_AMOUNT
3,1,160710.5,2016-06-29,181,2016-06-29,0,1,41.86309346,-87.6274658,21830,1,2015-11-23,2016-11-22,327,158400,0,F,1955-09-07,2018-08-05,2006-01-20,0,146,0,0,1
2,3,192925.5,2018-07-12,193,2018-07-18,0,1,41.88457722,-87.62440363,2530,0,2017-01-20,2018-01-20,20,189504,0,F,1978-12-19,2019-05-31,2009-05-23,0,-173,1,0,0
5,1,207173.5,2017-06-10,161,2017-06-21,1,1,41.73879909,-87.64121073,25350,1,2016-11-18,2017-11-18,322,203940,0,F,1946-01-09,2019-05-03,2009-01-17,0,161,0,0,1
5,3,197737.7,2018-01-12,12,2018-01-19,0,1,41.96165205,-87.71055481,3358,0,2017-04-18,2018-04-18,108,183072,0,F,1962-08-18,2018-02-18,2003-06-21,0,96,0,0,0
5,1,113992.9,2016-02-23,54,2016-03-07,1,1,41.73682263,-87.58578342,28658,1,2015-01-25,2016-01-25,25,109440,0,F,1994-11-21,2021-09-20,2016-10-01,0,-29,1,0,1
3,3,43933.7,2018-11-03,307,2018-11-05,0,1,41.78061287,-87.70816142,2710,0,2017-02-19,2018-02-19,50,29574,1,M,1965-04-11,2020-12-07,2011-09-07,0,-257,1,0,0
4,3,254944.4,2017-12-28,362,2017-12-28,1,1,42.00909475,-87.66075069,2950,0,2016-04-02,2017-04-02,92,250332,0,F,1995-06-23,2020-05-19,2007-03-22,0,-270,1,0,0
5,1,182737.4,2016-12-05,340,2016-12-14,1,2,41.79017254,-87.65734763,30170,1,2015-02-09,2016-02-09,40,172704,0,M,1992-06-23,2021-05-06,2016-10-06,0,-300,1,0,1
2,3,90831.9,2018-08-31,243,2018-09-03,0,5,41.67045106,-87.64151563,1090,0,2017-02-16,2018-02-16,47,89268,0,F,1945-09-30,2018-08-10,2000-08-15,0,-196,1,1,0
2,3,363795.5,2016-06-26,178,2016-07-04,0,1,41.95285299,-87.79612953,1242,0,2015-05-06,2016-05-05,126,352800,0,F,1943-08-09,2019-03-24,2004-10-24,0,-52,1,0,0
3,3,215108.2,2018-09-13,256,2018-09-25,1,4,41.77780768,-87.76867153,1180,0,2017-02-26,2018-02-26,57,206928,0,F,1952-11-17,2019-12-14,1999-10-24,0,-199,1,0,0
1,3,78696.5,2016-12-16,351,2016-12-16,0,1,41.7662891,-87.58238984,1810,0,2015-04-26,2016-04-25,116,67896,1,F,1953-09-27,2020-02-18,2005-01-07,0,-235,1,0,0
5,3,279054.7,2018-08-04,216,2018-08-11,1,1,41.82953596,-87.67267101,1184.5,0,2017-04-26,2018-04-26,116,272724,0,M,1945-01-31,2018-12-07,2016-11-11,0,-100,1,0,0
4,3,428506.4,2016-04-17,108,2016-04-23,0,3,41.86411696,-87.61894998,1730,0,2015-01-22,2016-01-22,22,423576,0,M,1987-01-15,2018-09-23,2009-08-01,0,-86,1,0,0
3,3,106846.5,2016-08-29,242,2016-09-05,0,1,41.84742098,-87.6123912,2740,0,2015-05-15,2016-05-14,135,93936,0,F,1958-05-18,2018-09-12,2000-05-03,0,-107,1,0,0
5,3,156432,2018-02-08,39,2018-02-14,0,1,41.77800459,-87.76185936,2910,0,2017-01-11,2018-01-11,11,150876,0,F,1947-10-25,2020-01-25,2013-11-07,0,-28,1,0,0
2,1,367828.7,2018-05-03,123,2018-05-15,0,1,41.7783291,-87.61572579,40540,1,2017-03-27,2018-03-27,86,365724,0,M,1941-10-11,2021-11-06,2006-11-19,0,-37,1,0,1
3,1,146914.9,2017-01-31,31,2017-02-02,1,3,41.89578154,-87.63432724,16880,1,2016-06-16,2017-06-16,167,140244,0,M,1970-06-16,2019-11-13,2003-04-08,1,136,0,0,1
5,1,189527.8,2016-06-28,180,2016-07-03,1,3,41.87907221,-87.76467523,20570,1,2015-08-14,2016-08-13,226,188160,0,M,1996-10-06,2021-05-25,2002-03-17,0,46,0,0,1
1,3,86339.7,2016-11-18,323,2016-11-24,0,2,41.75831465,-87.61526504,1630,0,2015-08-16,2016-08-15,228,71640,0,F,1988-09-01,2018-06-13,2010-06-26,0,-95,1,0,0
5,1,66185.9,2016-12-04,339,2016-12-06,1,1,41.89142316,-87.74582768,19820,1,2015-01-01,2016-01-01,1,65628,0,M,1949-01-06,2020-09-20,2004-10-25,0,-338,1,0,1
1,3,238695.5,2016-07-06,188,2016-07-15,0,2,41.73664184,-87.61253653,1240,0,2015-04-03,2016-04-02,93,231696,0,F,1938-11-23,2021-02-20,2001-10-21,0,-95,1,0,0
2,3,104770.1,2017-06-08,159,2017-06-15,0,1,41.94356352,-87.79438355,2300,0,2016-02-10,2017-02-09,40,95424,1,M,1996-09-07,2021-08-17,2007-05-18,0,-119,1,0,0
3,3,117059,2016-08-03,216,2016-08-04,1,1,41.85263366,-87.72915564,2510,0,2015-07-12,2016-07-11,193,115488,1,F,1991-09-04,2020-06-14,2001-04-22,0,-23,1,0,0
3,1,53139.6,2018-09-22,265,2018-10-04,0,1,41.8806333,-87.62780997,3415.5,1,2017-11-12,2018-11-12,316,48588,1,F,1942-04-14,2020-12-01,2003-01-24,0,51,0,0,0
4,3,131096.9,2016-05-04,125,2016-05-08,0,3,41.9246824,-87.71950184,2430,0,2015-03-26,2016-03-25,85,116208,0,M,1983-07-13,2018-09-26,2013-09-22,0,-40,1,0,0
5,3,42097.3,2016-10-28,302,2016-11-02,0,2,41.89565166,-87.70771743,2240,0,2015-05-11,2016-05-10,131,37224,1,F,1987-07-24,2021-03-01,2009-04-06,0,-171,1,0,0
2,3,90098.9,2017-11-01,305,2017-11-12,0,1,41.83794567,-87.64545983,1770,0,2016-01-22,2017-01-21,21,79764,0,F,1994-11-12,2020-01-02,2013-05-16,0,-284,1,0,0
3,3,117606.2,2016-03-26,86,2016-04-03,0,1,41.85669757,-87.64646342,2960,0,2015-03-23,2016-03-22,82,108660,0,F,1939-12-21,2020-05-14,2014-10-07,0,-4,1,0,0
1,3,144534.3,2017-09-03,246,2017-09-03,0,1,41.99743743,-87.7638592,2340,0,2016-07-12,2017-07-12,193,136080,0,M,1987-10-16,2021-08-07,2011-05-19,0,-53,1,0,0
5,3,45687.8,2016-04-13,104,2016-04-25,1,1,41.85400128,-87.66589962,1620,0,2015-03-10,2016-03-09,69,36456,0,F,1989-10-18,2020-12-04,2008-05-11,0,-35,1,0,0
3,3,274590.8,2017-06-15,166,2017-06-20,0,1,41.87433069,-87.63960074,1060,0,2016-02-18,2017-02-17,48,264768,0,F,1936-09-27,2019-12-30,1999-08-26,0,-118,1,0,0
2,1,290003.5,2016-06-14,166,2016-06-16,0,1,41.79291088,-87.74207734,2710,1,2015-07-25,2016-07-24,206,277056,0,F,1997-07-07,2021-01-16,2017-05-19,0,40,0,0,0
3,1,92951.4,2017-11-12,316,2017-11-20,1,1,41.87206239,-87.75490425,40170,1,2016-06-04,2017-06-04,155,84816,0,F,2000-10-05,2019-09-11,2002-09-03,0,-161,1,0,1
5,3,77380.8,2016-03-25,85,2016-04-06,0,1,41.90405272,-87.66779309,2090,0,2015-11-09,2016-11-08,313,63798,1,M,1941-11-04,2021-10-24,2013-11-07,0,228,0,0,0
1,3,129334.5,2017-12-03,337,2017-12-15,1,1,41.80927145,-87.63089121,14720,0,2016-09-17,2017-09-17,260,123696,0,M,1977-08-01,2020-02-07,2001-01-27,0,-77,1,0,1
1,3,241369.3,2017-08-05,217,2017-08-09,1,4,41.78746198,-87.69347746,1610,0,2016-01-23,2017-01-22,22,229776,0,F,1968-10-05,2018-06-11,2002-07-08,0,-195,1,0,0
1,3,415100.7,2016-12-18,353,2016-12-23,1,1,41.87577504,-87.67301419,14570,0,2015-07-03,2016-07-02,184,405864,0,M,1955-03-24,2021-11-14,2003-05-06,0,-169,1,0,1
3,4,232471.8,2018-12-12,346,2018-12-19,1,6,41.89482746,-87.74565493,27278,1,2017-02-08,2018-02-08,39,229368,0,M,1956-05-09,2021-11-16,2013-03-22,1,-307,1,0,1
3,1,374676.4,2017-12-20,354,2017-12-23,0,1,41.98575616,-87.66378215,27266.5,1,2016-09-08,2017-09-08,251,362040,0,M,1971-09-23,2020-03-26,1999-05-21,0,-103,1,0,1
2,1,298024.4,2017-09-16,259,2017-09-27,0,1,41.87870495,-87.74532124,31210,1,2016-02-16,2017-02-15,46,297108,0,F,1985-10-29,2020-08-01,2010-03-02,0,-213,1,0,1
3,1,342361.6,2018-08-16,228,2018-08-27,1,2,41.97260628,-87.74805607,27830,1,2017-01-25,2018-01-25,25,339660,0,M,1985-02-11,2019-05-23,2003-08-23,0,-203,1,0,1
5,3,66676.4,2017-04-13,103,2017-04-18,1,2,41.93213794,-87.70720738,2700,0,2016-11-19,2017-11-19,323,63108,0,F,1992-09-03,2021-04-10,2014-01-12,0,220,0,0,0
3,1,90079.6,2017-01-30,30,2017-02-08,1,1,42.01002354,-87.68384244,16690,1,2016-06-10,2017-06-10,161,87252,0,M,1985-10-09,2019-09-08,2007-06-16,0,131,0,0,1
3,3,322626,2017-12-09,343,2017-12-21,1,1,41.99623075,-87.6896868,2250,0,2016-06-17,2017-06-17,168,307740,0,M,1981-11-14,2018-02-14,2003-02-09,0,-175,1,0,0
2,3,50768.3,2016-11-12,317,2016-11-17,0,1,41.95910043,-87.68239224,1290,0,2015-08-21,2016-08-20,233,45600,0,M,1942-01-27,2019-10-11,2017-02-21,0,-84,1,0,0
5,3,95327.6,2018-10-23,296,2018-10-28,0,1,41.90986357,-87.7363803,13090,0,2017-04-26,2018-04-26,116,93948,0,F,1939-01-31,2021-12-19,2009-09-11,0,-180,1,0,1
5,1,188512.6,2017-12-08,342,2017-12-12,1,1,41.88438238,-87.62761347,28230,1,2016-07-24,2017-07-24,205,183780,0,M,1942-06-04,2019-02-24,2007-06-03,0,-137,1,0,1
2,3,289034.6,2018-09-26,269,2018-09-26,1,2,41.75889574,-87.5840765,1350,0,2017-01-15,2018-01-15,15,279696,0,M,1988-04-09,2020-10-27,2011-01-08,0,-254,1,0,0
5,3,176427.2,2016-04-17,108,2016-04-17,0,1,41.89747568,-87.62836809,2277,0,2015-01-08,2016-01-08,8,161616,0,M,1952-05-26,2018-10-08,2007-11-17,0,-100,1,0,0
1,3,79124.3,2018-09-30,273,2018-10-14,0,1,41.91696685,-87.73335306,2070,0,2017-04-06,2018-04-06,96,76086,1,M,1967-06-04,2020-08-04,2013-05-09,0,-177,1,0,0
4,3,70100.4,2017-02-12,43,2017-02-18,1,1,41.80196297,-87.61617093,1940,0,2016-04-01,2017-04-01,91,60804,0,F,1982-07-11,2020-02-07,2010-02-14,0,48,0,0,0
5,1,81047.6,2016-10-24,298,2016-10-28,0,1,41.92196157,-87.66509222,21480,1,2015-03-12,2016-03-11,71,68904,0,M,1986-05-17,2019-06-26,2011-01-09,0,-227,1,0,1
5,3,178149.5,2017-05-17,137,2017-05-17,1,4,41.96107617,-87.64598137,1610,0,2016-07-01,2017-07-01,182,173040,0,F,1990-05-08,2020-02-17,2007-09-06,0,45,0,0,0
3,3,173820.1,2018-09-20,263,2018-09-29,0,1,41.87626181,-87.68146423,1610,0,2017-02-04,2018-02-04,35,160524,0,F,1938-07-04,2021-11-03,2013-01-08,0,-228,1,0,0
1,1,83868.7,2018-02-15,46,2018-02-26,0,1,41.89111508,-87.75805613,35480,1,2017-05-01,2018-05-01,121,80976,0,F,1960-05-05,2018-11-15,2013-02-22,0,75,0,0,1
1,1,68838.7,2018-02-14,45,2018-02-20,1,2,41.93952777,-87.69347386,26440,1,2017-03-16,2018-03-16,75,64524,0,F,1963-12-26,2021-12-03,2016-02-18,0,30,0,0,1
5,3,99222,2016-12-04,339,2016-12-09,1,1,41.75621011,-87.63134494,1020,0,2015-08-25,2016-08-24,237,88848,1,M,1989-03-03,2021-03-22,2003-02-01,0,-102,1,0,0
2,3,130177.5,2018-05-27,147,2018-06-02,0,1,41.96637821,-87.72182581,2910,0,2017-07-04,2018-07-04,185,128760,0,M,1957-08-29,2021-07-11,2006-01-03,0,38,0,0,0
1,1,484293,2017-10-14,287,2017-10-25,1,4,41.82622161,-87.70465031,14430,1,2016-03-27,2017-03-27,86,470892,0,M,1972-01-07,2020-08-05,2013-10-24,0,-201,1,0,1
1,1,75725.8,2018-08-19,231,2018-08-20,1,1,41.75921204,-87.69517261,34470,1,2017-04-07,2018-04-07,97,62748,1,M,1983-07-24,2018-07-02,2005-06-16,0,-134,1,1,1
1,3,135179.7,2016-04-20,111,2016-04-29,0,1,41.97244295,-87.77809642,1184.5,0,2015-11-18,2016-11-17,322,122040,0,M,1979-11-17,2020-07-02,1999-09-21,0,211,0,0,0
4,3,340870.7,2018-07-18,199,2018-07-31,1,1,41.73668011,-87.57585698,3369.5,0,2017-08-09,2018-08-09,221,325932,0,F,1957-03-03,2019-07-20,2010-08-23,0,22,0,0,0
5,3,180706.3,2017-05-01,121,2017-05-06,1,1,41.75848317,-87.61704136,15750,0,2016-01-09,2017-01-08,8,175296,0,F,1937-11-21,2019-04-16,2001-04-18,0,-113,1,0,1
3,1,216747.3,2018-07-13,194,2018-07-21,0,1,41.8819952,-87.62764725,31855,1,2017-01-07,2018-01-07,7,207252,0,F,1960-02-02,2019-09-10,2003-10-26,0,-187,1,0,1
3,1,344986.8,2017-08-30,242,2017-09-13,1,1,41.8560506,-87.62403663,44700.5,1,2016-06-27,2017-06-27,178,343860,0,F,1993-09-29,2020-07-23,2016-04-27,0,-64,1,0,1
4,3,81690.7,2016-03-14,74,2016-03-14,0,3,41.82291859,-87.68177863,1870,0,2015-08-27,2016-08-26,239,67788,0,F,1985-03-28,2018-07-14,2000-01-02,0,165,0,0,0
1,1,185142,2018-02-25,56,2018-03-07,1,1,41.82100687,-87.68491087,21505,1,2017-11-19,2018-11-19,323,180960,0,M,1994-08-14,2019-10-03,2014-10-04,0,267,0,0,1
1,1,171947.6,2018-04-22,112,2018-04-27,1,1,41.87810931,-87.63941452,36180,1,2017-09-19,2018-09-19,262,170304,0,M,1984-03-17,2019-01-27,2005-03-02,0,150,0,0,1
4,3,197579.6,2016-05-03,124,2016-05-13,1,1,41.77641134,-87.70322589,2495.5,0,2015-05-10,2016-05-09,130,195240,0,F,1975-10-02,2020-01-22,2001-07-18,0,6,0,0,0
5,1,49732.6,2016-05-10,131,2016-05-24,1,1,41.81715064,-87.70447558,33465,1,2015-06-03,2016-06-02,154,43296,1,F,1990-11-29,2020-03-23,2016-10-17,0,23,0,0,1
2,3,174632.9,2016-10-10,284,2016-10-18,0,1,41.84468662,-87.70218762,2490,0,2015-07-16,2016-07-15,197,167748,0,M,1942-09-07,2020-11-15,2004-11-05,1,-87,1,0,0
2,1,75214.1,2017-08-20,232,2017-08-20,0,1,41.75496217,-87.72335908,34010,1,2016-05-08,2017-05-08,128,63180,0,M,1940-01-23,2018-08-22,2016-06-20,0,-104,1,0,1
2,2,307061.4,2018-12-05,339,2018-12-18,0,3,42.01864441,-87.69033068,2587.5,0,2017-07-06,2018-07-06,187,293052,0,M,1947-05-27,2020-05-09,2013-02-13,0,-152,1,0,0
4,3,125724.7,2016-04-09,100,2016-04-09,0,1,41.73653921,-87.60485428,1840,0,2015-04-16,2016-04-15,106,119820,0,F,1978-10-17,2018-02-04,2000-10-02,0,6,0,0,0
4,3,132430.5,2017-06-16,167,2017-06-19,0,1,41.75091814,-87.62469012,2680,0,2016-09-01,2017-09-01,244,131904,0,M,1981-07-10,2021-10-31,2000-03-03,0,77,0,0,0
4,3,306663.3,2017-05-22,142,2017-06-02,0,3,41.9189432,-87.64868497,1740,0,2016-10-01,2017-10-01,274,305256,0,M,1943-09-12,2018-04-17,2010-04-24,0,132,0,0,0
1,3,54666,2018-11-04,308,2018-11-06,1,1,41.76961386,-87.58380275,17360,0,2017-09-17,2018-09-17,260,53910,1,F,1988-09-03,2019-05-21,2005-11-06,0,-48,1,0,1
2,1,156331.1,2017-04-15,105,2017-04-28,1,1,41.83108107,-87.62932962,39370,1,2016-01-24,2017-01-23,23,155112,0,F,1972-08-04,2019-05-25,1999-07-04,0,-82,1,0,1
4,1,294721.7,2018-04-07,97,2018-04-14,1,1,41.87707459,-87.73547397,40180,1,2017-08-25,2018-08-25,237,287184,0,F,1943-08-04,2021-02-12,2009-03-22,0,140,0,0,1
5,1,108549.4,2017-11-13,317,2017-11-26,1,1,41.79342111,-87.67601718,16100,1,2016-07-11,2017-07-11,192,95604,0,M,1988-04-07,2020-09-14,2017-08-11,0,-125,1,0,1
5,1,142624.1,2018-02-19,50,2018-02-19,0,2,41.75571944,-87.66371778,37500,1,2017-03-07,2018-03-07,66,141156,1,F,1941-01-16,2019-12-21,2003-06-21,0,16,0,0,1
2,3,337901.9,2018-01-27,27,2018-02-07,0,1,41.97321459,-87.65992981,2540,0,2017-03-05,2018-03-05,64,333900,0,M,1962-06-29,2020-04-13,2001-04-14,0,37,0,0,0
5,1,185161.6,2017-11-06,310,2017-11-14,1,1,41.8689511,-87.68595494,21300,1,2016-09-21,2017-09-21,264,175704,0,F,1999-06-13,2020-07-29,2015-06-25,0,-46,1,0,1
4,3,227235.4,2017-01-30,30,2017-02-11,0,1,41.91750705,-87.68483345,2550,0,2016-07-23,2017-07-23,204,224052,0,F,1965-05-12,2021-02-25,2016-09-27,0,174,0,0,0
1,3,143306.8,2017-06-06,157,2017-06-06,0,2,41.65899807,-87.61656564,1740,0,2016-09-08,2017-09-08,251,131856,0,M,1998-01-29,2021-06-19,2015-09-03,0,94,0,0,0
1,1,177427.9,2017-07-16,197,2017-07-27,1,1,41.88790266,-87.61792719,25010,1,2016-06-09,2017-06-09,160,164316,0,F,1950-12-19,2018-02-12,2007-11-20,0,-37,1,0,1
5,1,73180.9,2017-09-19,262,2017-10-01,1,1,41.9538639,-87.73666352,32710,1,2016-04-05,2017-04-05,95,64692,0,M,1955-06-06,2021-12-16,2014-09-08,0,-167,1,0,1
4,3,305265.3,2017-11-10,314,2017-11-10,0,1,42.00521203,-87.67360748,1100,0,2016-10-12,2017-10-12,285,292032,0,F,1958-05-25,2019-12-18,2003-07-03,0,-29,1,0,0
1,3,328467.1,2017-02-19,50,2017-02-22,0,1,41.97527517,-87.74247233,1690,0,2016-04-22,2017-04-22,112,314460,0,M,1974-12-28,2020-07-26,2011-03-26,0,62,0,0,0
3,3,238721.3,2017-01-26,26,2017-02-09,1,2,41.99807872,-87.66060728,2760,0,2016-01-06,2017-01-05,5,235356,0,F,1940-02-29,2019-09-25,2008-01-06,0,-21,1,0,0
1,3,132835.1,2016-08-12,225,2016-08-15,0,3,41.74800268,-87.56631806,2730,0,2015-02-17,2016-02-17,48,127764,0,M,1999-08-14,2019-09-01,1999-10-02,0,-177,1,0,0
1,3,46852.6,2018-05-30,150,2018-06-02,1,1,41.76913734,-87.63273958,1840,0,2017-05-11,2018-05-11,131,45120,0,M,1969-01-09,2019-01-17,2005-11-04,1,-19,1,0,0
5,3,80957.8,2016-03-03,63,2016-03-08,1,1,41.74933329,-87.5827846,1700,0,2015-09-09,2016-09-08,252,79632,0,M,1995-06-22,2019-06-07,2014-02-13,0,189,0,0,0
1,1,231403.5,2017-01-27,27,2017-01-31,1,1,41.87553265,-87.63380389,27910,1,2016-08-06,2017-08-06,218,226200,0,F,1977-03-04,2021-10-16,2013-08-23,0,191,0,0,1
1,3,286606.9,2018-04-10,100,2018-04-11,0,1,41.81715064,-87.70447558,2340,0,2017-11-23,2018-11-23,327,273660,0,M,2001-01-21,2018-12-31,2002-01-02,0,227,0,0,0
3,1,165202.8,2017-05-20,140,2017-06-01,0,1,41.89182517,-87.62522291,19895,1,2016-08-18,2017-08-18,230,162576,0,F,2001-06-01,2018-01-16,2006-03-18,0,90,0,0,1
5,3,94650.8,2016-09-21,265,2016-10-03,0,1,41.90281543,-87.62477194,1890,0,2015-06-28,2016-06-27,179,89712,1,F,1954-06-13,2020-10-20,2015-08-13,0,-86,1,0,0
1,3,102776.7,2018-06-24,175,2018-06-30,0,1,41.78911255,-87.70357973,2320,0,2017-03-06,2018-03-06,65,93516,0,F,1997-07-09,2020-08-29,2011-11-27,0,-110,1,0,0
5,3,138449.1,2016-07-02,184,2016-07-16,0,1,41.74348841,-87.62925563,2330,0,2015-09-14,2016-09-13,257,135576,0,F,1958-04-15,2019-11-24,2010-09-22,0,73,0,0,0
2,1,307119,2018-10-27,300,2018-11-06,1,1,41.94563032,-87.7795874,25580,1,2017-09-13,2018-09-13,256,299040,0,F,1941-12-29,2018-11-13,2010-06-09,0,-44,1,0,1
3,1,201570.4,2018-04-07,97,2018-04-20,0,1,41.90203213,-87.76586813,16150,1,2017-07-11,2018-07-11,192,190728,0,M,1947-10-15,2018-05-24,2005-04-25,0,95,0,0,1
1,1,129285.5,2017-06-03,154,2017-06-12,0,2,41.95060124,-87.70777873,2460,1,2016-08-24,2017-08-24,236,117756,0,M,1999-12-19,2020-08-13,2017-09-05,0,82,0,0,0
5,3,308651.5,2018-01-13,13,2018-01-17,0,1,41.77514086,-87.58644197,3059,0,2017-10-04,2018-10-04,277,298836,0,F,1943-11-27,2019-08-17,2012-07-14,0,264,0,0,0
5,3,133620.4,2018-11-29,333,2018-12-13,1,2,41.92625049,-87.72376752,3001.5,0,2017-09-09,2018-09-09,252,122064,0,F,1972-04-11,2020-02-27,2003-02-13,1,-81,1,0,0
2,3,208030.1,2017-11-21,325,2017-11-25,0,1,41.82120572,-87.68782409,1620,0,2016-08-11,2017-08-11,223,202080,0,F,1992-11-11,2018-07-15,2010-01-16,1,-102,1,0,0
3,3,87645.6,2016-11-09,314,2016-11-21,1,1,41.8443248,-87.71106732,1850,0,2015-06-04,2016-06-03,155,84078,1,M,1944-06-14,2021-03-06,2009-10-25,0,-159,1,0,0
3,3,223745,2017-07-23,204,2017-07-25,1,1,41.82331473,-87.70944467,3151,0,2016-10-05,2017-10-05,278,213948,0,F,1963-12-09,2019-05-26,2009-01-17,0,74,0,0,0
3,1,75241.2,2016-04-26,117,2016-04-26,1,1,41.95424408,-87.66429422,26480,1,2015-09-08,2016-09-07,251,61884,0,M,1996-02-02,2020-06-10,2004-11-04,0,134,0,0,1
1,1,95707.7,2018-03-03,62,2018-03-04,1,6,41.75682634,-87.60773662,2270,1,2017-09-17,2018-09-17,260,82800,0,M,1936-08-30,2019-10-15,2013-10-03,0,198,0,0,0
1,3,102842.3,2016-08-22,235,2016-08-30,0,1,41.87675959,-87.74319833,2980,0,2015-10-05,2016-10-04,278,94260,0,F,1975-06-30,2021-08-24,2003-02-14,0,43,0,0,0
2,3,140008.7,2017-12-24,358,2017-12-28,0,1,41.97504399,-87.74813332,2702.5,0,2016-04-02,2017-04-02,92,134112,0,F,1975-12-02,2020-04-25,2006-07-09,0,-266,1,0,0
5,1,73848,2016-06-16,168,2016-06-27,1,1,41.81523427,-87.74350719,25750,1,2015-11-13,2016-11-12,317,63108,0,F,1946-08-26,2020-05-02,2004-10-03,0,149,0,0,1
3,3,236296.9,2016-12-02,337,2016-12-06,1,1,41.79380306,-87.69365621,16479.5,0,2015-02-24,2016-02-24,55,232920,0,F,1957-04-07,2018-08-27,2011-02-04,0,-282,1,0,1
2,3,95001.3,2017-04-17,107,2017-04-30,0,1,41.90735031,-87.64917064,1320,0,2016-05-04,2017-05-04,124,90720,0,M,1999-11-03,2019-04-08,2014-09-25,0,17,0,0,0
5,3,195871.1,2016-07-07,189,2016-07-20,0,2,41.9281323,-87.64900381,1800,0,2015-04-08,2016-04-07,98,183360,0,F,1948-04-01,2021-10-21,2013-03-13,0,-91,1,0,0
1,3,138018.7,2018-03-31,90,2018-04-07,0,2,41.87397054,-87.67405591,2900,0,2017-01-18,2018-01-18,18,132210,1,F,1945-09-12,2019-07-19,2009-01-16,0,-72,1,0,0
5,1,54286.9,2018-04-13,103,2018-04-18,1,2,41.83586273,-87.71592574,25783,1,2017-11-04,2018-11-04,308,43956,0,M,1981-01-20,2019-04-09,2009-06-05,0,205,0,0,1
4,3,308074.6,2018-03-23,82,2018-04-04,0,1,41.76602778,-87.57644312,1640,0,2017-01-06,2018-01-06,6,293640,0,F,1960-09-12,2018-05-06,2016-01-15,0,-76,1,0,0
3,3,261520.9,2018-04-09,99,2018-04-09,0,4,41.8727629,-87.73535452,1230,0,2017-04-11,2018-04-11,101,256032,0,M,1981-11-03,2019-08-20,2016-11-17,0,2,0,0,0
5,3,363041.8,2017-06-16,167,2017-06-24,0,1,41.886907,-87.76524647,2806,0,2016-11-22,2017-11-22,326,356628,0,F,1949-07-14,2018-08-28,2016-07-04,0,159,0,0,0
5,1,204455,2017-03-10,69,2017-03-21,1,2,41.78074798,-87.74221955,21942,1,2017-01-13,2018-01-13,13,189564,1,M,1999-08-26,2018-04-23,2015-02-10,0,-56,1,0,1
1,4,67515.7,2018-12-27,361,2019-01-10,0,1,41.76526572,-87.63481053,21940,1,2017-03-21,2018-03-21,80,65472,0,M,1946-02-27,2019-06-27,2014-05-07,0,-281,1,0,1
5,3,72863,2018-03-05,64,2018-03-18,0,3,41.88576112,-87.63259515,1518,0,2017-06-19,2018-06-19,170,68172,0,F,1947-09-27,2018-06-24,2001-06-01,0,106,0,0,0
5,3,116695.6,2017-11-11,315,2017-11-12,0,2,41.9038651,-87.63129704,2185,0,2016-10-17,2017-10-17,290,109746,1,M,1995-02-09,2020-11-21,2005-07-10,0,-25,1,0,0
5,1,361090.7,2017-12-17,351,2017-12-31,1,1,41.85151057,-87.73444965,22960,1,2016-11-10,2017-11-10,314,349032,0,M,1982-03-29,2021-08-24,2000-01-18,0,-37,1,0,1
2,3,44409.2,2017-06-10,161,2017-06-22,0,1,41.69343728,-87.62082863,2650,0,2016-06-16,2017-06-16,167,40452,0,F,1979-08-09,2021-07-31,2010-11-20,0,6,0,0,0
1,3,115895.8,2016-07-08,190,2016-07-20,1,2,41.72284736,-87.53785564,2590,0,2015-11-22,2016-11-21,326,110088,1,M,1942-11-11,2020-04-15,2013-10-05,0,136,0,0,0
5,3,279528,2017-05-29,149,2017-06-02,1,3,41.83391103,-87.67675307,2790,0,2016-07-02,2017-07-02,183,270816,0,M,1935-12-30,2020-11-09,2013-02-05,0,34,0,0,0
5,3,72892.4,2018-02-07,38,2018-02-08,0,1,41.99771305,-87.69714823,1495,0,2017-08-14,2018-08-14,226,64584,0,M,1973-07-15,2019-01-16,2010-07-27,1,188,0,0,0
2,3,149509.8,2017-01-16,16,2017-01-22,1,1,41.8784571,-87.76458323,1300,0,2016-04-12,2017-04-12,102,142818,1,M,1995-11-25,2020-11-22,2002-09-05,0,86,0,0,0
3,3,333342.5,2018-07-09,190,2018-07-09,0,1,41.79223626,-87.78185617,1989.5,0,2017-05-04,2018-05-04,124,321264,0,M,1993-02-28,2019-10-25,2006-11-19,0,-66,1,0,0
1,3,84117.4,2018-10-03,276,2018-10-13,0,1,41.95555328,-87.72291058,2940,0,2017-04-03,2018-04-03,93,77856,0,M,1965-07-06,2018-01-12,2014-05-04,1,-183,1,1,0
1,3,198974.1,2018-08-22,234,2018-08-26,1,1,41.91516536,-87.62773146,1510,0,2017-10-18,2018-10-18,291,191808,0,M,1944-04-04,2018-01-10,2006-04-10,0,57,0,1,0
